path	bytes	sha256	reason
artifacts/pose-atlas-rebuild/2026-08-25/flux-img2img-birefnet-staging-agent-a/stage_flux_candidate.py	17102	807EBBAEDC29AEEBEED0A424F1929370A9E7BD5956FA4CC0747E4F1B5705F600	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-nf4-cached-single-step-agent-a/cached_single_step.py	20184	41337722967D3566ED98BFB4CF421154E129AFF1A185C349230676BF432CBBE7	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-nf4-cached-single-step-agent-a/review_save_on_cpu_probe_isolation.py	6409	80CF6D74EF0E16BC9CC8559BA99C23E6D722998D195BB194857EC17297AB81E6	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-nf4-cached-single-step-agent-a/validate_cli_modes.py	2850	0A37EFBBB0A66FCD70E9E1F457359E8DFF19FD588419BD3DE7B2589D27D52E87	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-nf4-cached-single-step-agent-a/validate_formal_admission.py	1671	A68A4D9F05935F4E9B7A7EB239DAC15EE4F4EDE30980A9F569430E5A0B5357F3	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-offline-cache-preflight-agent-a/cache_schema_selftest.py	4747	6481F064D4BE80D31C16DAFBC39650CE1F05EAF4312AC88DCFAF4FBA608E66BF	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-offline-cache-preflight-agent-a/offline_cache_pipeline.py	12328	F62C8266DF0B0280D1631C069DBFF44BB77E5E222D85DCB37DAF30AA4F15008A	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-qlora-single-step-derived-agent-a/flux_qlora_single_step_preflight.py	7983	10F55780E439BC0375C723D13417C77A89E2D102DACF54536447E85599ACD8C6	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-qlora-single-step-derived-agent-a/probe_prepare_flux_kbit.py	4213	91662A18C1D1DD598512ECEC8AC7274DEA4A577E6F61736588E7A45822747B07	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-qlora-single-step-derived-agent-a/validate_cli_fail_closed.py	3977	AE5BFB53CEEDC84056541AB2EC383D493226C892F57E83B5D0BAE40F943BA7D1	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-qlora-single-step-derived-agent-a/validate_derivation.py	11164	2A4CF1DA974731AABABBF5854AC5B6D2CD364E5FE594E454062F56BD3D34064A	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-rank4-target-admission-agent-a/audit_targets.py	4037	9E7449552A6249E160546ED91C15B58AA5D8E4531A3DC9771AEA65F4B8E44AC7	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-rank4-two-step-probe-agent-a/validate_probe_envelope.py	3134	8100BDE79F1709D3A9533CE737A4DB3790B5682E452DD195D46BD02EC9A6A4BD	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-rank4-two-step-worker-agent-a/rank4_two_step_worker.py	7184	16C224B4CFBE15A45038D9E0788C33B7231F6704EEB2BE34035DF5B4820132A3	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-rank4-two-step-worker-v2-agent-a/rank4_loop_contract.py	4317	575B1C015C9CA4329A44E1E6B7AB7FE42CC69F05873694DF506E66735D4872CD	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/build_audit.py	11884	1EB68F9495E41C8ECA58A04560C6CEFD1133569F102983A7204071F1321AD849	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_runtime_probe.py	3701	42D33091122407F7A3360DA4D8F6E893A0F99EEB0660DE045347D158A9258DE4	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/certifi/__init__.py	485	BDE98DC8372B5CD8B4AA23EF1F13F12411DD98B9D60DC39D61F24168954A03E1	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/tqdm/__init__.py	2875	CF65A47052791F0F52FC3BE48314982E4F0F8381257BCB0DFBBDCA8795B547C9	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/tqdm/auto.py	57	EBEE4DEB501EC26FAAC39BFCCC7E9ACDDF5E2DEA759E0335E48038F8BE56C0E9	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/tqdm/contrib/__init__.py	73	EF3FADE4291037D194C31FBA51166EF4E793ADAC08041DE3EF6EA71B28ABCFC2	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/tqdm/contrib/concurrent.py	470	838C1B18DFCCA251BF253F402BEF0FE96DDA8AF6B7D9FA0194FB3EEAAC916505	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/offline_shims/tqdm/contrib/logging.py	229	1C542F9EB71861F95F023E83C6DA0BB07CE30A93B837B26773A720F1F2CE6978	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-commercial-compatibility-agent-a/probe_blocked_imports.py	1218	0FEE3079F9AFB69E2AA24264DBA184ECDFD621D9E4DFFCA0E9FCF9EDE4C00751	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-download-prep-agent-a/download_snapshot.py	1434	9ED51EC172BFC3A6E742E876AD08B3A88FC2969095E03948B25A9EC7AAAEE3B9	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-download-prep-agent-a/preflight.ps1	1117	BF271A27ED50737D033E6A5ABBDBB9C8DFB0301ADC9F2252F91E2A10D4A5B3E3	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-download-prep-agent-a/probe_official_metadata.py	2181	272ED04793312FA694F941785FE159374C147EC7A3E09578FD8608EAC66F241F	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-download-prep-agent-a/run-download.ps1	918	0C45E964EED35AD2C8F17858AE6EAB1CDF0F1B79D4DFB8F5038D111FD7DE974C	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-download-prep-agent-a/verify_snapshot.py	2243	750F4C5B36953B2A42918BD387EADDF5CA6A17C46B7F574EEF1665D98BEE4874	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-geometry-control-audit-agent-a/probe_hf_metadata.py	2629	A9D6584EF0C1BB32D4BFE8B1DAA48E220A191AA9D78A573D56A821EEA43AA629	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-geometry-control-audit-agent-a/probe_local_api.py	2646	630B9D5B547D6B6F04BE71B8ECB72F236E56D6675EBBA4E17D51A2B119179843	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-geometry-control-audit-agent-a/validate.py	946	DC6A88839F3DF555AB5CE01182FC70092FA3CD58D7BD1049D188E6B33570F969	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-img2img-admission-agent-a/validate_provenance.py	2872	930A3FEE7D1685EC5A27ED3734F3DA42C2CDDEA0041FAF4D61F242FFAE273582	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-img2img-geometry-qa-agent-a/geometry_qa.py	14588	F21F61AC9FBB7CDA6B712511566E1119E0D988C4FC12E0ABACD355CC945D11A1	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-img2img-geometry-qa-agent-a/make_fixtures.py	1047	0FF8C4377034C993B697D18D063744E3728D166B0FD568BC2D61F2C98E27249B	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-img2img-geometry-qa-agent-a/run_selftest.py	2195	786199ABDE5C10D9E921BAA59BEBD42B5207FB4E7CBC39F32C1EF7F74D591DC9	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-local-preflight-agent-a/audit_runner_download_alignment.py	3998	33A419F10EBA8BF2EDDAE1A8DBC445FE51ABB12621BD0347E0D70B24EAB4A1F8	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-local-preflight-agent-a/local_config_preflight.py	5596	21A9D416C4F3B729F3EB187B6F2CC0C4F6307429FCC5652BC8DB32413BD9FEA7	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-local-preflight-agent-a/run-after-download.ps1	651	77040B7714E3AB87CEAFE5E152A508476C466FEA52CFA55F20DCA394D0663802	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-script-review-agent-a/offline_preflight.py	6932	63A8525DA7CAAD79F434466FEC55B4F63C92E4A95D3F39B0EC229D8B6C0DB595	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-smoke256-readonly-audit-agent-a/audit_existing_smoke.py	6994	1390551A545ACEB0D5F3018EEC78B9B8BFB3A5162835B0B809683038E21BFFC2	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-smoke256-readonly-audit-agent-a/run_flux_with_persistent_evidence.ps1	4370	237BB43F1A5DB0AD90F4B5D3AD996018E1A01836831114B2457FA522F10DA84E	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-smoke256-readonly-audit-agent-a/validate.py	1686	4F7110E0E6ED597C6778910ADE6A7755444D406C43333509460A3A234464ECCD	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-three-output-art-gate-agent-b/build_three_output_review.py	8344	16C13A183DD8942B33160FF6B1E48286FF82DDEB3CB4A7FC2044B07935575E50	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-candidate-geometry-plate-agent-b/build_candidate_geometry_plate.py	8712	89AFA13974526234EA2CACC3A76C17B01BC46489EAFEAB5FD4153B2AC93086B2	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-epoch1-lora-validation-main/run_flux_schnell_img2img_nf4_lora.py	11457	5B1A60190F033F86631538CBC7EA3A7E736D60F75BCF431CABF82322E8248776	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-geometry-plate-agent-b/build_fixtures.py	2129	ECDC24E6C0E7BEE90FB89ED3A11228A589A49D9BD763326F94D188BB4F9EF7D3	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-geometry-plate-agent-b/build_geometry_plate.py	5163	1DAEBE577BA7301C4B8ADC3CC6E8BBEE56BC53AC95D4A3043C939E26D0979188	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-geometry-plate-agent-b/exact_geometry_diff_gate.py	2921	2F18E7468840AD63BABD8B86FB47BA3A348F953AAE91B89AEDA0B21E320078FA	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-geometry-plate-agent-b/flux_schnell_img2img.py	3667	32B2FC9D5D4A21C800F244894286C558B28976F3A4DD80A29DBF9277D40B26A5	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-img2img-main/run-actual.ps1	1133	2ADDFCFF95015B4ADDF87D02A0C59B9D60B0F9F0DE7D0376A6F0D451CDC55B86	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-img2img-main/run_flux_schnell_img2img_nf4.py	6972	D676F83CDE0C76BDAB02507EE2C5A34314276BBBB0664A84EC1E485272DF6E3F	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-monitor-agent-a/verify_completed_run.py	4173	65388E58863A677466E5A60CA9D26AD1D7D4C4434C6C7BC973AD3194FD06BD66	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-schnell-yaw045-s020-rejection-agent-a/validate_rejection.py	1631	A93285823D2A6E77886512F2D6A8AD90825E1B71451841606B09424D179DB727	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-training-preflight-agent-a/preflight.py	6206	68B3E3624CE48327564FA7725BF6081067CE3AC72BE2381E16D0840A5F8D306F	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-minimum-segment-main/formal_continue.py	17133	F8D3224CD35D2CD5B096A48C0349D628AD06F455DBB02392EB067F9C2B4559FC	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-minimum-segment-main/render_fixed_samples.py	9370	D5CA72DF60325BFE3732645579F99A36D3941635F801F7C56A931B8C07386D28	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-minimum-segment-main/validate_formal_segment.py	5236	ED9076A62EE195C41887EBD68A8047F4C2D9F89ED89D1FE22E8467172087CA45	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-step5-8-main/render_step6_8.py	2072	DDD28C1B741DE351F368146A31A0B6BA9013CFBF3F89EA9BE5E9028604170498	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-step5-8-main/train_step5_8.py	7382	E6DD25592A2424F1B44362A4A201FDE6B4D8F8D2AB1B302AEA61908ABDF5E629	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-step5-8-main/validate_step5_8.py	5351	5909BCB86EAB24F7CA9BC4592A596E6687F8AD3A28EE01E17A9D7990696A8ECA	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-formal-step9-12-main/train_step9_12.py	6040	8D3799E8B83B28B96F1B58495AA910FE149E50126A9B1AD7AB8ACD0D2DD96C03	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-two-step-preflight-agent-a/review_low_vram_source.py	2645	BD6204092954DD9946DECAB75DFBF160EC9B6D7BBDE25750181CBFB287E12F64	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-two-step-preflight-agent-a/verify_cache_technical.py	3676	86B1C8A869B7923EE17B9C1B0554F0611C13CE0CE0BF4E16C3AC5231EDE5B41E	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-two-step-smoke-main/rank4_two_step_smoke.py	17652	A0C790387B458EC8FC02E24D8B8CEE8CA69C9D8F60A94C088FE976DA398D8BDD	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
artifacts/pose-atlas-rebuild/2026-08-25/flux-v2-r3-rank4-two-step-smoke-main/validate_smoke.py	5887	D9FA0C627C57CAE455E0FF3B1FAB6FDC4C897F7A8131514F047FFD7AC9DF6F0B	Flux／Qwen 系試驗；現行產線為 Chroma1-HD
